epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,26847.5,0.81226,0.89504,1.18843,0.77147,0.62195,0.69728,0.56957,0.77266,0.90255,1.109,0.000926327,0.000926327,0.000926327
23,28055,0.81,0.89381,1.18487,0.74052,0.64633,0.69306,0.57069,0.76744,0.89687,1.10374,0.000919343,0.000919343,0.000919343
24,29263.4,0.80815,0.892,1.18402,0.76766,0.61991,0.69702,0.57448,0.76942,0.9034,1.10633,0.000912072,0.000912072,0.000912072
25,30471.1,0.80751,0.88644,1.1848,0.7439,0.63801,0.69701,0.57231,0.7667,0.90178,1.10453,0.000904518,0.000904518,0.000904518
26,31678.3,0.80796,0.88761,1.18373,0.75344,0.64528,0.69546,0.56957,0.76631,0.89239,1.10125,0.000896687,0.000896687,0.000896687
27,32885.2,0.80542,0.88564,1.18407,0.74833,0.65073,0.69675,0.57279,0.76525,0.89491,1.10658,0.000888584,0.000888584,0.000888584
28,34093.2,0.80362,0.88057,1.18088,0.77069,0.61498,0.69602,0.56958,0.76773,0.89553,1.10411,0.000880215,0.000880215,0.000880215
29,35299.9,0.80033,0.87323,1.17861,0.75473,0.6452,0.697,0.57236,0.76402,0.89366,1.10237,0.000871585,0.000871585,0.000871585
30,36507.2,0.79842,0.8688,1.17531,0.76214,0.63462,0.69608,0.57452,0.76134,0.88807,1.10012,0.000862701,0.000862701,0.000862701
31,37714.1,0.80029,0.86999,1.17758,0.76006,0.63342,0.69559,0.57621,0.75201,0.88274,1.0936,0.000853568,0.000853568,0.000853568
32,38921.2,0.79588,0.86687,1.17297,0.75169,0.63748,0.69716,0.57505,0.75449,0.88581,1.09497,0.000844193,0.000844193,0.000844193
33,40127.9,0.795,0.86552,1.17293,0.73434,0.6638,0.70462,0.58121,0.75965,0.88877,1.09754,0.000834582,0.000834582,0.000834582
34,41335.7,0.79289,0.85842,1.174,0.7657,0.63525,0.7038,0.58374,0.75888,0.88987,1.09821,0.000824742,0.000824742,0.000824742
35,42542.5,0.79273,0.85965,1.17206,0.74785,0.64637,0.70153,0.58039,0.75575,0.88514,1.09534,0.000814679,0.000814679,0.000814679
36,43749.8,0.79276,0.85702,1.16945,0.75848,0.64106,0.70257,0.58097,0.75594,0.88324,1.09451,0.0008044,0.0008044,0.0008044
37,44957.4,0.78998,0.85036,1.16827,0.75983,0.64141,0.70282,0.58055,0.75658,0.88434,1.09632,0.000793913,0.000793913,0.000793913
38,46165.7,0.78752,0.84881,1.16719,0.74524,0.65136,0.70284,0.58113,0.75409,0.8845,1.09522,0.000783225,0.000783225,0.000783225
39,47372.8,0.78705,0.8441,1.16534,0.77061,0.62378,0.70024,0.57923,0.75422,0.88581,1.09588,0.000772342,0.000772342,0.000772342
40,48580,0.7843,0.84124,1.1649,0.7772,0.62349,0.69931,0.57841,0.75248,0.88809,1.09416,0.000761273,0.000761273,0.000761273
41,49786,0.78305,0.83683,1.16265,0.77568,0.62453,0.69991,0.5794,0.75553,0.88929,1.09649,0.000750025,0.000750025,0.000750025
42,50991.9,0.78052,0.83559,1.1614,0.74803,0.64533,0.69964,0.57959,0.75731,0.88948,1.09792,0.000738606,0.000738606,0.000738606
43,52197.7,0.78067,0.83229,1.16107,0.76801,0.6276,0.70038,0.58032,0.75823,0.89004,1.09812,0.000727023,0.000727023,0.000727023
44,53403.4,0.7794,0.83138,1.16239,0.74564,0.64697,0.70003,0.58091,0.75938,0.89047,1.09874,0.000715284,0.000715284,0.000715284
45,54608.7,0.77618,0.83125,1.1599,0.75227,0.64382,0.70195,0.58099,0.75784,0.8899,1.09782,0.000703398,0.000703398,0.000703398
46,55813.6,0.77595,0.82468,1.1582,0.7612,0.63817,0.70204,0.58282,0.7573,0.88985,1.09781,0.000691373,0.000691373,0.000691373
47,57019.2,0.77361,0.82055,1.15619,0.75378,0.64245,0.70072,0.58135,0.75774,0.89046,1.09795,0.000679216,0.000679216,0.000679216
48,58224.8,0.77223,0.81768,1.15608,0.74341,0.64823,0.69986,0.5809,0.75786,0.89201,1.09855,0.000666937,0.000666937,0.000666937
49,59429.5,0.77002,0.81595,1.15399,0.74056,0.64394,0.6991,0.58005,0.75899,0.8932,1.09951,0.000654543,0.000654543,0.000654543
50,60634.4,0.77112,0.81596,1.15497,0.74075,0.64242,0.69743,0.57883,0.75932,0.89452,1.10014,0.000642043,0.000642043,0.000642043
51,61839.4,0.76798,0.81056,1.15271,0.72285,0.65652,0.69701,0.57787,0.75949,0.89504,1.10044,0.000629447,0.000629447,0.000629447
52,63044.6,0.76713,0.80817,1.1516,0.7205,0.65854,0.69702,0.57791,0.75957,0.89562,1.10047,0.000616761,0.000616761,0.000616761
53,64249.2,0.7664,0.80524,1.15287,0.7246,0.65394,0.69692,0.57822,0.75975,0.89604,1.1006,0.000603995,0.000603995,0.000603995
54,65453.7,0.76428,0.79797,1.1477,0.71459,0.66062,0.69655,0.57794,0.75989,0.89653,1.10086,0.000591159,0.000591159,0.000591159
